Feature	ALog2TPM+1	BLog2TPM+1
PPP1R10	2.30256277	2.779609932
PHYKPL	2.252980741	2.779609932
LOC101928710	1.913288367	2.779609932
ATHL1	1.282933963	2.779609932
TBX18	0.925999419	2.779609932
GMDS-AS1	3.03562391	2.779609932
ARIH2	2.378511623	2.779609932
MICALCL	1.987927168	2.779609932
POLE	1.378511623	2.779609932
ARHGAP10	4.109917692	2.776103988
TMEM91	3.30256277	2.776103988
ST3GAL6	2.975752454	2.776103988
MGC16275	2.867896464	2.776103988
WDR89	2.450661409	2.776103988
TATDN3	2.415037499	2.776103988
IDS2	2.36923381	2.776103988
POLN	2.242856524	2.776103988
PAPD7	2.242856524	2.776103988
ZNF35	2.232660757	2.776103988
SEC22C	3.544320516	2.772589504
CDC42EP4	3.070389328	2.772589504
SLC35D2	2.827819025	2.772589504
CARS2	2.751320887	2.772589504
PANK2	2.510961919	2.772589504
TMEM170A	2.424026283	2.772589504
NBEAL2	2.312277925	2.772589504
FXN	2.252980741	2.772589504
COQ2	2.242856524	2.772589504
LOC105375591	1.765534746	2.772589504
SNORA78	1.321928095	2.772589504
SMIM1	1.180572246	2.772589504
BLZF1	3.459431619	2.769066437
HSPB7	3.196397213	2.769066437
PEMT	3.053111336	2.769066437
DBT	2.874469118	2.769066437
FKBP14	2.560714954	2.769066437
TTC30B	2.552541023	2.769066437
HECTD2	2.378511623	2.769066437
RINL	1.963474124	2.769066437
S100PBP	1.821029859	2.769066437
ZNF724P	1.722466024	2.769066437
SH3PXD2A	1.662965013	2.769066437
DLEU7	3.636141225	2.765534746
ST6GALNAC6	3.519374159	2.765534746
DUSP16	2.881011964	2.765534746
LOC107987147	2.600904045	2.765534746
BGLAP	2.560714954	2.765534746
CCDC51	2.396890153	2.765534746
ACBD6	2.191141487	2.765534746
PMS2P2	1.925999419	2.765534746
PABPC1L	1.751320887	2.765534746
TMEM92	0.137503524	2.765534746
SLC25A51	3.273018494	2.761994389
LYRM9	3.175258446	2.761994389
BCL3	2.854660637	2.761994389
TMEM200B	2.800468536	2.761994389
SLC25A44	2.387730153	2.761994389
KNOP1	2.350497247	2.761994389
RAD51D	2.263034406	2.761994389
CNOT6	2.232660757	2.761994389
SLX4	1.678071905	2.761994389
EPHA2	0.874469118	2.761994389
C11orf1	3.797012978	2.761994389
RRP12	3.14839184	2.761994389
DIP2B	2.387730153	2.761994389
FBP1	7.414473836	2.758445322
C15orf52	5.967322339	2.758445322
LOC728730	4.064652958	2.758445322
ZNF93	3.580949438	2.758445322
LOC105377105	3.201633861	2.758445322
IFT43	2.993976212	2.758445322
DHX57	2.568842835	2.758445322
TPRKB	2.568842835	2.758445322
MAPK9	2.552541023	2.758445322
EEFSEC	2.476813697	2.758445322
ZNF518B	2.387730153	2.758445322
LOC105374101	2.378511623	2.758445322
RCL1	2.252980741	2.758445322
FGL1	2.081794091	2.758445322
RBM33	2.070389328	2.758445322
WBSCR27	1.093109404	2.758445322
SLIT3	1	2.758445322
CD2	4.761994389	2.754887502
ELL3	3.515174171	2.754887502
CHM	3.217230716	2.754887502
LOC105379243	3.10433666	2.754887502
TSC22D2	2.592955291	2.754887502
TRIM52-AS1	2.519374159	2.754887502
LOC107985733	2.126532406	2.754887502
LOC101926967	2.03562391	2.754887502
BTN2A3P	2.632268215	2.751320887
TOB1-AS1	2.321928095	2.751320887
FAM35BP	2.252980741	2.751320887
LOC101927181	3.121015401	2.751320887
ROCK2	2.807354922	2.751320887
SLC25A17	2.751320887	2.751320887
TTC3	2.662965013	2.751320887
LOC100288846	2.624490865	2.751320887
LINC00623	2.624490865	2.751320887
BCL2L12	1.987927168	2.751320887
BAG2	2.685566442	2.751320887
LINC00649	3.10433666	2.747745433
TRIM23	3.005998741	2.747745433
PRMT9	2.61667136	2.747745433
GPT2	2.493988841	2.747745433
GORASP1	2.450661409	2.747745433
INTS4P1	2.432959407	2.747745433
TBC1D3E	2.30256277	2.747745433
RPRD2	2.047305715	2.747745433
TCTEX1D1	0.821029859	2.747745433
ELL2	4.94016675	2.744161096
ATG7	3.201633861	2.744161096
LOC105378519	3.227535725	2.744161096
PC	2.874469118	2.744161096
CENPW	2.476813697	2.744161096
RNF24	2.232660757	2.744161096
TMEM263	3.297680549	2.740567831
HAUS2	3.017921908	2.740567831
ANGPTL6	3	2.740567831
TMEM101	2.700439718	2.740567831
ZWILCH	2.647698256	2.740567831
NOL9	2.273018494	2.740567831
ZNF548	1.821029859	2.740567831
MIR4767	1.30256277	2.740567831
ADD3-AS1	1.023846742	2.740567831
GTF2H2C	2.758445322	2.736965594
MIR4482	5.179245629	2.736965594
LOC105376220	3.765534746	2.736965594
RMND5B	3.017921908	2.736965594
TRIM32	2.887525271	2.736965594
PTAR1	2.807354922	2.736965594
ICAM2	2.632268215	2.736965594
LOC107985003	2.432959407	2.736965594
C14orf80	2.292781749	2.736965594
TLE3	2.222392421	2.736965594
MIR1291	1	2.736965594
USP24	2.800468536	2.733354341
UBE3B	2.544320516	2.733354341
DOC2GP	0.61667136	2.733354341
LOC105376059	3.894009304	2.733354341
MKLN1-AS	3.544320516	2.733354341
DICER1	2.468148836	2.733354341
GMPPA	2.415037499	2.733354341
FOXRED1	2.212050477	2.733354341
PARTICL	2.047305715	2.733354341
OPHN1	2	2.733354341
ZNF48	1.678071905	2.733354341
INSR	1.519374159	2.733354341
CHTF18	0.707819249	2.733354341
CD55	3.810785827	2.729734025
LOC107985066	2.779609932	2.729734025
FAM234A	2.624490865	2.729734025
ERCC4	2.312277925	2.729734025
JARID2	2.312277925	2.729734025
MSS51	2.30256277	2.729734025
SNORA13	2.191141487	2.729734025
CUX1	2.169925001	2.729734025
YTHDC2	2.093109404	2.729734025
SNORD15A	1.874469118	2.729734025
LOC105371592	3.237767647	2.726104602
AGO1	3.126532406	2.726104602
MRRF	2.450661409	2.726104602
DHX30	2.40599236	2.726104602
ING1	2.282933963	2.726104602
USP21	2.058893689	2.726104602
ZNF497	1.793549123	2.726104602
ZNF606	1.736965594	2.726104602
IGLON5	0.30256277	2.726104602
LOC100507616	3.596935142	2.722466024
TTC27	3.10433666	2.722466024
DHRS7B	3.093109404	2.722466024
SFR1	2.765534746	2.722466024
RTN4IP1	2.468148836	2.722466024
DTWD2	2.378511623	2.722466024
MTHFD1L	2.341036918	2.722466024
SMYD3	1.632268215	2.722466024
CRYBA4	1.180572246	2.722466024
GBP2	7.461888664	2.718818247
RIMS3	3.159198595	2.718818247
MIR600HG	3.023846742	2.718818247
ZNF675	2.61667136	2.718818247
TARBP2	2.459431619	2.718818247
LOC107985017	2.292781749	2.718818247
HDAC7	2.263034406	2.718818247
MCF2L2	1.61667136	2.718818247
NCBP3	2.201633861	2.715161224
MIR6809	5.291554446	2.715161224
C1orf198	3.232660757	2.715161224
DHFRL1	3.169925001	2.715161224
ZBTB41	2.963474124	2.715161224
TRIP11	2.834576391	2.715161224
ATG2B	2.744161096	2.715161224
FAM35A	2.527737632	2.715161224
CCDC151	2.527737632	2.715161224
JADE2	2.493988841	2.715161224
LILRB5	2.441837559	2.715161224
FTO	2.432959407	2.715161224
MORF4L2-AS1	2.40599236	2.715161224
UMPS	2.312277925	2.715161224
KLHL22	1.963474124	2.715161224
BTBD3	1.502500341	2.715161224
CMTM1	1	2.715161224
RSPRY1	2.502500341	2.711494907
LOC105371100	0.222392421	2.711494907
FAM200A	2.647698256	2.711494907
PIGO	2.36923381	2.711494907
GATSL2	2.093109404	2.711494907
APTR	1.834576391	2.711494907
RBFA	2.560714954	2.707819249
CDK5RAP1	2.441837559	2.707819249
LOC100996455	2.273018494	2.707819249
PAXBP1-AS1	2.263034406	2.707819249
LOC100505666	1.779609932	2.707819249
PHF8	1.779609932	2.707819249
THAP2	2.969626351	2.707819249
PHRF1	1.887525271	2.707819249
ZNF628	1.736965594	2.707819249
MIR6755	4.10433666	2.704134202
LOC100506746	3.628384781	2.704134202
LOC374443	2.772589504	2.704134202
LOC727896	2.632268215	2.704134202
LOC100130357	2.624490865	2.704134202
SCARNA13	2.560714954	2.704134202
ZNF639	2.510961919	2.704134202
LOC101929289	2.126532406	2.704134202
MTF2	1.793549123	2.704134202
HIST1H4H	3.441837559	2.700439718
LOC102724889	3.396890153	2.700439718
CASD1	3.011972642	2.700439718
DCLRE1A	2.707819249	2.700439718
MYSM1	2.459431619	2.700439718
SLC36A1	2.273018494	2.700439718
SRBD1	2.137503524	2.700439718
LOC107984861	1.359895945	2.700439718
JCHAIN	0.793549123	2.700439718
MFSD2A	4.285402219	2.696735749
LOC100506314	3.572889668	2.696735749
HLA-DQB2	3.531901257	2.696735749
RBM45	2.592955291	2.696735749
RNASEH1-AS1	2.485426827	2.696735749
LOC107985315	2.459431619	2.696735749
MTERF1	2.396890153	2.696735749
ZNF574	2.10433666	2.696735749
BCL9L	1.736965594	2.696735749
CCDC8	0.678071905	2.696735749
RINT1	2.765534746	2.693022247
CELSR2	1.913288367	2.693022247
PDGFA	1.707819249	2.693022247
XRCC2	1.222392421	2.693022247
JMJD1C	1.887525271	2.693022247
LOC100130520	0.222392421	2.693022247
LOC107987072	3.906890596	2.689299161
CRYZ	3.758445322	2.689299161
TTTY15	2.722466024	2.689299161
DNAJC16	2.655351829	2.689299161
LOC105372261	2.450661409	2.689299161
PAOX	2.058893689	2.689299161
PDE3B	4.570867671	2.685566442
OMG	3.017921908	2.685566442
TMLHE	2.906890596	2.685566442
RNASEH1	2.800468536	2.685566442
RPE	2.758445322	2.685566442
YTHDF3-AS1	2.450661409	2.685566442
CENPN	2.396890153	2.685566442
DSN1	2.312277925	2.685566442
PAXIP1	2.180572246	2.685566442
DPRXP4	2.137503524	2.685566442
ID2-AS1	1.834576391	2.685566442
LOC107985653	0.415037499	2.685566442
SYT11	4.963474124	2.68182404
LOC105377887	3.772589504	2.68182404
LOC106660606	2.544320516	2.68182404
CHIC2	2.485426827	2.68182404
TMUB2	2.485426827	2.68182404
EMBP1	1.847996907	2.68182404
DICER1-AS1	1.242856524	2.68182404
CXCR2	0.519374159	2.68182404
LOC101927746	0.222392421	2.68182404
ZAK	3.640003864	2.678071905
ZC3H3	1.779609932	2.678071905
DTL	0.765534746	2.678071905
TNKS1BP1	4.371558863	2.678071905
ACVR1	3.180572246	2.678071905
GOSR1	2.827819025	2.678071905
ZNF274	2.273018494	2.678071905
TRMU	1.751320887	2.678071905
LOC107986906	0.61667136	2.678071905
DUSP14	4.496121428	2.674309986
CLEC2D	2.758445322	2.674309986
FAM131B	2.584962501	2.674309986
NUTM2B	1.834576391	2.674309986
SLC25A4	4.48112669	2.670538232
LOC102725228	3.03562391	2.670538232
TRAPPC2L	2.900464326	2.670538232
PEX1	2.485426827	2.670538232
TRPM7	2.485426827	2.670538232
SLC39A13	3.392317423	2.670538232
DIEXF	3.10433666	2.670538232
LOC100129917	1.568842835	2.670538232
TNFSF9	4.240314329	2.666756592
PTPN22	2.957295549	2.666756592
PPIL3	2.800468536	2.666756592
ZDHHC3	2.510961919	2.666756592
LOC105378286	2.459431619	2.666756592
RRNAD1	2.415037499	2.666756592
LINC00936	1.821029859	2.666756592
RARA	1.600904045	2.666756592
MOSPD1	4.376197757	2.666756592
PRC1	0.765534746	2.666756592
MICALL1	2.9510904	2.662965013
CYB5D2	2.944858446	2.662965013
PCDHB5	2.874469118	2.662965013
LINC00526	2.707819249	2.662965013
MTM1	2.292781749	2.662965013
ZNF79	2.242856524	2.662965013
LOC101928465	2.093109404	2.662965013
TIPARP-AS1	1.900464326	2.662965013
ST3GAL4-AS1	1.115477217	2.662965013
MINPP1	2.900464326	2.659163443
LOC107984043	2.592955291	2.659163443
RASA2	2.191141487	2.659163443
USP20	1.874469118	2.659163443
S1PR1	1.519374159	2.659163443
SLC38A6	4.376197757	2.655351829
SLC25A43	3.674309986	2.655351829
NUDT12	3.14839184	2.655351829
LOC107986159	2.485426827	2.655351829
ZNF557	2.159198595	2.655351829
CDC16	3	2.655351829
VAMP4	2.9510904	2.655351829
POMGNT2	2.854660637	2.655351829
CCDC186	2.568842835	2.655351829
TMEM5	2.5360529	2.655351829
PHTF2	2.282933963	2.651530118
ZER1	2.273018494	2.651530118
IL24	1.913288367	2.651530118
PRR5-ARHGAP8	3.468148836	2.651530118
LOC105378513	2.867896464	2.651530118
PPP4R3B	2.600904045	2.651530118
TAF8	2.14839184	2.651530118
AGO2	2	2.651530118
LOC107987142	1.938599455	2.651530118
NPB	1.887525271	2.651530118
LOC105371710	1.736965594	2.651530118
UROS	2.987927168	2.647698256
EMILIN1	7.053473413	2.647698256
HIST2H2BA	3.900464326	2.647698256
LINC01504	2.861293729	2.647698256
SNORD121B	2.722466024	2.647698256
RNASEH2B-AS1	2.312277925	2.647698256
DROSHA	2.10433666	2.647698256
VPS9D1	1.975752454	2.647698256
GEMIN4	1.975752454	2.647698256
MIR711	1.30256277	2.647698256
DMXL2	3.864598874	2.64385619
TBC1D22B	2.793549123	2.64385619
RSPH3	2.715161224	2.64385619
GPC1	2.576925182	2.64385619
PICK1	2.40599236	2.64385619
BAG6	2.232660757	2.64385619
TSHZ3	2.169925001	2.64385619
ZUFSP	2.115477217	2.64385619
PVRIG	2.10433666	2.64385619
CLK3	2.011972642	2.64385619
SASH1	1.861293729	2.64385619
IP6K2	1.722466024	2.64385619
MAST3	1.282933963	2.64385619
PDPN	7.23904155	2.640003864
UVRAG	2.655351829	2.640003864
CCDC154	2.632268215	2.640003864
MEX3D	2.40599236	2.640003864
NEURL2	2.292781749	2.640003864
ELMOD3	2.252980741	2.640003864
ZBTB3	2.242856524	2.640003864
LOC653160	2.169925001	2.640003864
TCERG1	2.047305715	2.640003864
SLC7A5P2	1.925999419	2.640003864
DGKA	1.30256277	2.640003864
YBEY	1.821029859	2.636141225
DNAJC3-AS1	1.61667136	2.636141225
GCH1	3.718818247	2.636141225
UBOX5	2.493988841	2.636141225
RBM27	2.212050477	2.636141225
PSEN2	3.527737632	2.632268215
ATAD1	2.841302254	2.632268215
INTS2	2.36923381	2.632268215
EPS15L1	2.222392421	2.632268215
RSG1	2.126532406	2.632268215
NKILA	1.963474124	2.632268215
GSDMA	1.900464326	2.632268215
ECM1	5.366905004	2.632268215
LOC105377945	3.632268215	2.632268215
ACSF2	3.287866259	2.632268215
DDX52	2.552541023	2.628384781
MSANTD4	2.544320516	2.628384781
CYLD	2.544320516	2.628384781
THOC5	2.476813697	2.628384781
VPS33B	2.282933963	2.628384781
TBC1D22A	2.093109404	2.628384781
SCARNA17	1.600904045	2.628384781
WDFY2	1.396890153	2.628384781
NUAK2	2.115477217	2.628384781
LOC107986006	2.751320887	2.624490865
LOC107984208	2.647698256	2.624490865
MRE11A	2.459431619	2.624490865
MICAL2	2.441837559	2.624490865
LATS2	2.242856524	2.624490865
PRSS36	1.378511623	2.624490865
RAP1GAP2	1.341036918	2.624490865
LOC107984670	1.321928095	2.624490865
GHRLOS	1.30256277	2.624490865
CTLA4	1.242856524	2.624490865
CASC5	1.070389328	2.624490865
C11orf80	3.222392421	2.62058641
TMEM181	3.10433666	2.62058641
TRAM2-AS1	2.624490865	2.62058641
PCGF6	2.36923381	2.62058641
LOC105375198	2.292781749	2.62058641
AGAP12P	2.242856524	2.62058641
KDM5B	2.201633861	2.62058641
DIDO1	2.047305715	2.62058641
IL16	1.987927168	2.62058641
LOC105377771	1.468148836	2.62058641
TTC9	1.359895945	2.62058641
TROAP	0.30256277	2.62058641
LOC728613	3.30256277	2.61667136
SNORA53	2.093109404	2.61667136
PAN3	2.011972642	2.61667136
FAM204A	2.678071905	2.61667136
TMEM9	2.359895945	2.61667136
ARHGAP5-AS1	3.531901257	2.612745657
ALDH18A1	2.441837559	2.612745657
SNORD12C	2.191141487	2.612745657
NCAM1	2.10433666	2.612745657
OXCT1-AS1	2.058893689	2.612745657
SPHK2	2.047305715	2.612745657
TEKT4P2	5.48864354	2.608809243
LOC107984659	3.041476636	2.608809243
VPS53	2.800468536	2.608809243
NHLRC1	2.772589504	2.608809243
LOC105375921	2.744161096	2.608809243
TAF1B	2.600904045	2.608809243
SAMD4B	2.201633861	2.608809243
PXMP4	2.115477217	2.608809243
MAP3K8	1.707819249	2.608809243
LOC105371903	0.678071905	2.608809243
ACSM4	0.61667136	2.608809243
LOC101929709	3.277984747	2.604862058
TAPT1	2.624490865	2.604862058
EPHB2	2.476813697	2.604862058
SNORA56	2.441837559	2.604862058
ELP6	2.396890153	2.604862058
MIR135A1	2.350497247	2.604862058
MBIP	2.30256277	2.604862058
MTMR3	2.14839184	2.604862058
LOC107985567	2.137503524	2.604862058
ULK2	2.047305715	2.604862058
KMT2E-AS1	1.779609932	2.604862058
PPM1J	1.222392421	2.604862058
AGRN	2.938599455	2.600904045
CNOT4	2.744161096	2.600904045
ZNF616	2.729734025	2.600904045
TMEM191C	2.655351829	2.600904045
NEMP1	2.415037499	2.600904045
LINC00115	2.378511623	2.600904045
RBM48	2.282933963	2.600904045
METTL12	2.263034406	2.600904045
LOC105377633	2.14839184	2.600904045
C7orf77	1.793549123	2.600904045
MIR4513	1.432959407	2.600904045
ZNF512B	1.159198595	2.600904045
NSUN4	2.640003864	2.600904045
MED27	2.441837559	2.600904045
TXNL4B	2.36923381	2.600904045
SNORA60	2.341036918	2.600904045
CLEC9A	2.137503524	2.600904045
REXO1	1.600904045	2.596935142
RUSC2	3.10433666	2.596935142
NUDT4	2.944858446	2.596935142
WDR7	2.938599455	2.596935142
SCARNA27	2.900464326	2.596935142
POLR3B	2.800468536	2.596935142
LOC102724545	2.576925182	2.596935142
FOXJ3	2.544320516	2.596935142
PNPLA4	2.5360529	2.596935142
GATAD2A	2.519374159	2.596935142
GPALPP1	2.350497247	2.596935142
NCAPH	2.282933963	2.596935142
INTS9	2.252980741	2.596935142
ABHD17B	2.191141487	2.596935142
RNF38	2.126532406	2.596935142
ACD	1.821029859	2.596935142
CD28	1.093109404	2.596935142
TTLL4	3.297680549	2.592955291
FADS3	3.292781749	2.592955291
LOC100996318	3.196397213	2.592955291
LOC105369155	2.729734025	2.592955291
CFL2	2.600904045	2.592955291
MVB12B	2.544320516	2.592955291
PLCL2	2.263034406	2.592955291
YEATS2	2.169925001	2.592955291
ZNF398	2.137503524	2.592955291
MTA1	1.359895945	2.592955291
MIR3909	1.30256277	2.592955291
SHQ1	2.212050477	2.592955291
DISC2	1.736965594	2.592955291
FLVCR1-AS1	3.087462841	2.588964431
KLHL42	2.736965594	2.588964431
TBC1D15	2.707819249	2.588964431
RASAL2-AS1	2.670538232	2.588964431
ZNF23	2.560714954	2.588964431
PRRT3-AS1	2.331514144	2.588964431
AP4E1	2.273018494	2.588964431
PDLIM5	2.252980741	2.588964431
ORC2	1.847996907	2.588964431
CCDC122	1.834576391	2.588964431
ZNF549	1.693022247	2.588964431
RASSF7	1.600904045	2.588964431
TRIM6	2.459431619	2.584962501
CCDC39	2.847996907	2.584962501
MINA	2.600904045	2.584962501
ZNF655	2.441837559	2.584962501
RAP2C-AS1	2.30256277	2.584962501
LOC105372859	2.201633861	2.584962501
TYW1	2.058893689	2.584962501
ZNF3	2.023846742	2.584962501
SEC16A	1.807354922	2.584962501
USP36	1.647698256	2.584962501
GPT	0.9510904	2.584962501
DCBLD2	3.841302254	2.580949438
MOCOS	3.087462841	2.580949438
PHLPP2	2.969626351	2.580949438
SIPA1L2	2.693022247	2.580949438
TMEM209	2.510961919	2.580949438
FASTKD1	2.212050477	2.580949438
HIST2H2BC	1.963474124	2.580949438
CIC	1.938599455	2.580949438
WASH1	1.632268215	2.580949438
LUCAT1	4.960388144	2.576925182
ANKRD22	3.252980741	2.576925182
DDX60	2.847996907	2.576925182
C4orf33	2.779609932	2.576925182
GNG3	2.450661409	2.576925182
SREK1	2.359895945	2.576925182
LNX2	2.137503524	2.576925182
CNOT3	1.632268215	2.576925182
LOC100288798	1.30256277	2.576925182
MS4A6E	0.707819249	2.576925182
BCAP29	3.164571767	2.576925182
MIR27A	2.751320887	2.576925182
LOC107984826	2.736965594	2.576925182
SLCO3A1	2.5360529	2.576925182
INTS6L-AS1	1.847996907	2.576925182
CLIP1	3.472487771	2.572889668
GALNS	3.005998741	2.572889668
CCDC25	2.744161096	2.572889668
CERS5	2.576925182	2.572889668
E2F3	2.459431619	2.572889668
EEF1AKMT1	2.341036918	2.572889668
LOC107986827	1.847996907	2.572889668
SPATA25	1.779609932	2.572889668
LOC100287015	1.722466024	2.572889668
LOC105379393	1.632268215	2.572889668
LOC102723983	1.093109404	2.572889668
BMP8B	0.647698256	2.572889668
WDR76	1.378511623	2.568842835
PSMD6-AS2	2.640003864	2.568842835
EXOC6	2.378511623	2.568842835
PDPR	2.169925001	2.568842835
ATL2	1.900464326	2.568842835
BCL7A	1.341036918	2.568842835
BCOR	1.222392421	2.568842835
FFAR2	0.736965594	2.568842835
ZDHHC9	3.005998741	2.568842835
RPP30	2.485426827	2.568842835
FOXM1	0.61667136	2.568842835
TMEM255A	4.821029859	2.564784619
SLC48A1	4.307428525	2.564784619
LOC101928123	4.217230716	2.564784619
C17orf51	3.153805336	2.564784619
LOC105371480	3.081794091	2.564784619
LOC105371849	3.005998741	2.564784619
C10orf128	2.772589504	2.564784619
RNF146	2.751320887	2.564784619
PWAR5	2.468148836	2.564784619
NEPRO	2.378511623	2.564784619
SPRTN	2.321928095	2.564784619
MRPS11	2.201633861	2.564784619
ZNF579	2.159198595	2.564784619
ZNF385D-AS1	1.093109404	2.564784619
CNFN	0.900464326	2.564784619
AURKB	0.415037499	2.564784619
LOC101929021	4.14839184	2.560714954
NME7	3.837943242	2.560714954
ZNF219	3.415037499	2.560714954
LOC105373064	3.180572246	2.560714954
PCF11-AS1	3.005998741	2.560714954
USP3	2.510961919	2.560714954
MCAT	2.502500341	2.560714954
AVEN	2.459431619	2.560714954
RMDN1	2.359895945	2.560714954
USP13	2.252980741	2.560714954
USPL1	2.047305715	2.560714954
LSP1P3	1.137503524	2.560714954
TET3	0.975752454	2.560714954
AREG	0.61667136	2.560714954
P2RY10	0.341036918	2.560714954
LOC105371630	3.441837559	2.556633778
EIF5A2	3.331514144	2.556633778
LINC00342	3.20685157	2.556633778
SRD5A1	2.751320887	2.556633778
TRPV1	1.242856524	2.556633778
TYW1B	0.584962501	2.556633778
FAAP24	2.61667136	2.556633778
ZNF20	2.252980741	2.556633778
LOC105371762	2.10433666	2.556633778
GZF1	1.662965013	2.556633778
ANXA3	1.222392421	2.556633778
ZG16B	3.087462841	2.552541023
LOC105372508	2.894009304	2.552541023
PCOLCE2	1.900464326	2.552541023
LOC105375264	1.30256277	2.552541023
CCDC34	2.527737632	2.552541023
LOC105369347	2.350497247	2.552541023
PALB2	2.350497247	2.552541023
BMS1P5	2.282933963	2.552541023
IPW	2.222392421	2.552541023
DYRK1A	2.115477217	2.552541023
SMCHD1	1.874469118	2.552541023
DTX4	2.647698256	2.548436625
ADPRM	2.640003864	2.548436625
POLR1B	2.023846742	2.548436625
PJA1	3.978805778	2.548436625
PIGB	2.722466024	2.548436625
PGAP3	2.685566442	2.548436625
ASB14	2.468148836	2.548436625
ZNF738	2.011972642	2.548436625
LINC01560	1.963474124	2.548436625
RUBCN	1.887525271	2.548436625
BTBD7	2.093109404	2.544320516
SCARNA21	1.450661409	2.544320516
ZDHHC6	3.041476636	2.544320516
NECTIN1	3.029747343	2.544320516
SFXN1	2.568842835	2.544320516
PPP1R3B	2.502500341	2.544320516
FASTKD3	2.40599236	2.544320516
ST7-AS2	2.159198595	2.544320516
ABAT	2.14839184	2.544320516
FNBP4	2.137503524	2.544320516
LOC100289361	1.975752454	2.544320516
LOC105376615	1.9510904	2.544320516
ATAD3B	1.779609932	2.544320516
SMPDL3A	1.751320887	2.544320516
CNNM3	1.662965013	2.544320516
CCDC102A	0.180572246	2.544320516
CBR4	2.969626351	2.540192631
IFRD1	2.963474124	2.540192631
LOC107984251	2.957295549	2.540192631
PPP1R12A	2.510961919	2.540192631
C4orf32	2.450661409	2.540192631
BRAF	2.432959407	2.540192631
DOCK5	2.222392421	2.540192631
CDK11B	2.070389328	2.540192631
ATG16L1	1.913288367	2.540192631
GMEB1	1.887525271	2.540192631
RND1	1.450661409	2.540192631
CDK8	2.647698256	2.5360529
LOC101929057	2.584962501	2.5360529
LINC00680-GUSBP4	2.10433666	2.5360529
LINC00174	1.975752454	2.5360529
FAM157C	1.847996907	2.5360529
HELZ	1.736965594	2.5360529
WHSC1	1.552541023	2.5360529
LOC105371019	1.047305715	2.5360529
LOC101927372	1	2.5360529
GRASP	0.925999419	2.5360529
ZNF350-AS1	0.847996907	2.5360529
LOC101928317	3.336283388	2.531901257
MBNL1	2.600904045	2.531901257
ZNF19	2.568842835	2.531901257
QTRT2	2.070389328	2.531901257
TTC31	1.913288367	2.531901257
ASB2	1.201633861	2.531901257
TRAF1	3.632268215	2.531901257
IFT52	2.919657892	2.531901257
RWDD3	2.722466024	2.531901257
PGM3	2.678071905	2.531901257
HSPBP1	2.640003864	2.531901257
MAP2K5	2.263034406	2.531901257
PDPK1	2.191141487	2.531901257
ZCCHC2	3.704134202	2.527737632
LOC729683	3.321928095	2.527737632
SNORA29	2.552541023	2.527737632
LOC101928631	2.476813697	2.527737632
PMEPA1	2.459431619	2.527737632
ATG4A	2.415037499	2.527737632
NPIPB4	2.350497247	2.527737632
SPDYE2	2.331514144	2.527737632
THG1L	2.312277925	2.527737632
MS4A14	2.201633861	2.527737632
POP1	2.058893689	2.527737632
ZNF469	1.975752454	2.527737632
SETD2	1.807354922	2.527737632
STK39	1.070389328	2.527737632
DNAJB5	2.670538232	2.523561956
LOC107986934	2.493988841	2.523561956
ZNHIT6	2.592955291	2.523561956
PLVAP	2.36923381	2.523561956
UGDH-AS1	2.331514144	2.523561956
LOC105373378	2.282933963	2.523561956
MSRA	2.14839184	2.523561956
PDDC1	2.058893689	2.523561956
ZNF112	2.047305715	2.523561956
TCF20	1.963474124	2.523561956
ZNF404	1.30256277	2.523561956
LOC107985314	0.925999419	2.523561956
LOC101927755	2.854660637	2.523561956
MTMR1	2.700439718	2.523561956
LINC00852	1.693022247	2.523561956
TGFB2-OT1	3.373880175	2.519374159
LYRM4	3.03562391	2.519374159
ABCA1	2.938599455	2.519374159
SEC22A	2.685566442	2.519374159
KIAA0226L	2.527737632	2.519374159
BRWD1	2.493988841	2.519374159
C6orf201	2.468148836	2.519374159
LHPP	2.432959407	2.519374159
STAM	2.359895945	2.519374159
PUM2	2.180572246	2.519374159
RALGAPA2	1.600904045	2.519374159
TOX	0.647698256	2.519374159
ZNF417	1.793549123	2.515174171
LOC105373354	3.273018494	2.515174171
MIR6810	3.185866545	2.515174171
NFIC	3.164571767	2.515174171
PRR5	3.058893689	2.515174171
FAM13B	3.005998741	2.515174171
ZDHHC17	2.758445322	2.515174171
BTBD10	2.670538232	2.515174171
FDXACB1	2.61667136	2.515174171
INVS	2.441837559	2.515174171
ZKSCAN8	2.03562391	2.515174171
LOC105378969	0.519374159	2.515174171
BATF3	3.373880175	2.510961919
MYO10	3.345774837	2.510961919
SEPSECS	2.415037499	2.510961919
POLR3E	2.159198595	2.510961919
LOC102724334	2.159198595	2.510961919
FUBP1	2.093109404	2.510961919
MTUS1	1.707819249	2.510961919
LIG1	1.415037499	2.510961919
LOC105374796	0.793549123	2.510961919
STBD1	5.241585987	2.506737333
C9orf91	2.387730153	2.506737333
USP49	2.359895945	2.506737333
ZNF326	2.312277925	2.506737333
HPS5	2.242856524	2.506737333
MIEF2	2.212050477	2.506737333
LOC105369519	2.191141487	2.506737333
LOC107986853	1.485426827	2.506737333
LOC101927864	1.359895945	2.506737333
NAP1L5	3.058893689	2.502500341
ZMYND11	2.887525271	2.502500341
BTN3A1	2.655351829	2.502500341
METTL18	2.282933963	2.502500341
NR2C2	2.14839184	2.502500341
