Feature	Log2FC	-logFDR
RAD54L	-0.12	0.0809219076239261
RAB1A	-0.12	0.283996656365201
PXMP4	-0.12	0.207608310501746
PUS1	-0.12	0.1249387366083
PTMA	-0.12	0.154901959985743
PSPN	-0.12	0.0506099933550872
PRSS12	-0.12	0.0457574905606751
PRDM10	-0.12	0.167491087293764
PPAT	-0.12	0.0757207139381183
PNPLA2	-0.12	0.0861861476162833
PLEKHM1P1	-0.12	0.148741651280925
PLD6	-0.12	0.0604807473813814
PLCB3	-0.12	0.301029995663981
PHF2	-0.12	0.229147988357856
PER3	-0.12	0.148741651280925
PEG3	-0.12	0
PAN2	-0.12	0.0809219076239261
PABPC4	-0.12	0.552841968657781
OGFR-AS1	-0.12	0.0604807473813814
NUTM2D	-0.12	0.0861861476162833
NR1I3	-0.12	0.0915149811213502
NPIPB3	-0.12	0.119186407719209
NME7	-0.12	0.142667503568732
NBPF15	-0.12	0.154901959985743
NAT6	-0.12	0.136677139879544
MYCBP2-AS1	-0.12	0.1249387366083
MT1F	-0.12	0
MIR6889	-0.12	0.119186407719209
MIR6853	-0.12	0.0506099933550872
MIR4497	-0.12	0.0705810742857072
MEX3D	-0.12	0.214670164989233
METAP2	-0.12	0.154901959985743
MCM8	-0.12	0.102372908709559
MAP4K2	-0.12	0.207608310501746
MAP3K6	-0.12	0.0757207139381183
MAP3K14	-0.12	0.0915149811213502
LRRC57	-0.12	0.292429823902064
LOC646976	-0.12	0.0506099933550872
LOC284581	-0.12	0.0861861476162833
LOC107987254	-0.12	0.0757207139381183
LOC107987151	-0.12	0
LOC107986413	-0.12	0.0457574905606751
LOC107986251	-0.12	0
LOC107985360	-0.12	0.0655015487564322
LOC107985279	-0.12	0.0506099933550872
LOC107983957	-0.12	0.0655015487564322
LOC105379807	-0.12	0.0604807473813814
LOC105379461	-0.12	0
LOC105378698	-0.12	0.0705810742857072
LOC105378669	-0.12	0
LOC105378592	-0.12	0.0705810742857072
LOC105378230	-0.12	0.102372908709559
LOC105376707	-0.12	0.0506099933550872
LOC105375989	-0.12	0
LOC105374923	-0.12	0
LOC105374340	-0.12	0.0506099933550872
LOC105373818	-0.12	0.0506099933550872
LOC105373255	-0.12	0.0604807473813814
LOC105372952	-0.12	0.0655015487564322
LOC105372688	-0.12	0
LOC105371730	-0.12	0.173925197299174
LOC105371711	-0.12	0.0555173278498314
LOC105370705	-0.12	0.0457574905606751
LOC105370187	-0.12	0
LOC105369344	-0.12	0.0457574905606751
LOC105369219	-0.12	0.0757207139381183
LOC102724587	-0.12	0.0809219076239261
LOC102724329	-0.12	0.0555173278498314
LOC100996437	-0.12	0.0809219076239261
LOC100505728	-0.12	0.0861861476162833
LOC100132062	-0.12	0.0861861476162833
LOC100128568	-0.12	0.0555173278498314
LNPEP	-0.12	0.180456064458131
KMO	-0.12	0.229147988357856
KIF3A	-0.12	0.119186407719209
KIAA2026	-0.12	0.244125144327509
KIAA0232	-0.12	0.455931955649724
KCNQ1OT1	-0.12	0.119186407719209
KAT6B	-0.12	0.187086643357144
IPP	-0.12	0.130768280269024
IFI16	-0.12	0.327902142064282
HSPH1	-0.12	0.244125144327509
HNRNPK	-0.12	0.193820026016113
HNF1A	-0.12	0.0809219076239261
HIST2H2BF	-0.12	0.214670164989233
HIST2H2BA	-0.12	0.0555173278498314
GTPBP1	-0.12	0.387216143280264
GPAT3	-0.12	0.356547323513813
GHRL	-0.12	0.207608310501746
GGA2	-0.12	0.455931955649724
GDPGP1	-0.12	0.119186407719209
GABRB3	-0.12	0.0757207139381183
FAM218A	-0.12	0.0506099933550872
F8A1	-0.12	0.142667503568732
EXOC2	-0.12	0.259637310505756
ERP29	-0.12	0.214670164989233
ENSA	-0.12	0.130768280269024
ENPP4	-0.12	0.0506099933550872
ELAVL4	-0.12	0.102372908709559
EFCAB14	-0.12	0.356547323513813
EDEM1	-0.12	0.259637310505756
DIS3	-0.12	0.356547323513813
DGKD	-0.12	0.180456064458131
DCP1A	-0.12	0.229147988357856
CYP2S1	-0.12	0.356547323513813
CUL1	-0.12	0.337242168318426
CRYZL1	-0.12	0.214670164989233
CORO1A	-0.12	0.119186407719209
COG4	-0.12	0.42021640338319
CLCC1	-0.12	0.301029995663981
CFAP44	-0.12	0.1249387366083
CEBPZOS	-0.12	0.0969100130080564
CEACAM4	-0.12	0
CDS2	-0.12	0.161150909262745
CCL28	-0.12	0
CCDC157	-0.12	0.180456064458131
CCDC144CP	-0.12	0.0705810742857072
CBWD6	-0.12	0.142667503568732
CASP8	-0.12	0.301029995663981
CAPS	-0.12	0.119186407719209
C9orf41-AS1	-0.12	0.0655015487564322
C6orf163	-0.12	0.0604807473813814
C5orf22	-0.12	0.309803919971486
C1orf216	-0.12	0.142667503568732
C1orf112	-0.12	0.356547323513813
BEAN1	-0.12	0.0969100130080564
ATP10D	-0.12	0.229147988357856
ATF7	-0.12	0.292429823902064
ARL2BP	-0.12	0.154901959985743
AMN1	-0.12	0.154901959985743
AMFR	-0.12	0.180456064458131
ALOX5AP	-0.12	0.0969100130080564
ALG11	-0.12	0.327902142064282
ADSSL1	-0.12	0.0705810742857072
ADRA2C	-0.12	0.0655015487564322
ADAMTS1	-0.12	0.0861861476162833
ACYP1	-0.12	0.148741651280925
ACTB	-0.12	0.0757207139381183
ACKR2	-0.12	0.0915149811213502
ZSCAN26	-0.13	0.173925197299174
ZNF707	-0.13	0.161150909262745
ZNF567	-0.13	0.267606240177031
ZNF559-ZNF177	-0.13	0.0809219076239261
ZNF410	-0.13	0.537602002101044
ZNF385D-AS1	-0.13	0
ZFY	-0.13	0
VRK2	-0.13	0.376750709602099
UTY	-0.13	0
USP9Y	-0.13	0
TXLNGY	-0.13	0
TUFT1	-0.13	0.167491087293764
TTTY15	-0.13	0
TTC5	-0.13	0.283996656365201
TRHDE-AS1	-0.13	0
TNFSF12	-0.13	0.0861861476162833
TMEM74B	-0.13	0.0555173278498314
TMEM64	-0.13	0.376750709602099
TMEM191B	-0.13	0.0555173278498314
TMEM161B	-0.13	0.337242168318426
TMED7-TICAM2	-0.13	0.443697499232713
THRAP3	-0.13	0.337242168318426
TESMIN	-0.13	0.0861861476162833
ST6GALNAC5	-0.13	0
SPDYE11	-0.13	0.0604807473813814
SPCS1	-0.13	0.431798275933005
SPATA5	-0.13	0.113509274827518
SPAG9	-0.13	0.2518119729938
SNX33	-0.13	0.130768280269024
SNX30	-0.13	0.130768280269024
SNX1	-0.13	0.468521082957745
SNORD3B-2	-0.13	0
SNORD116-22	-0.13	0
SNED1	-0.13	0.167491087293764
SMG7	-0.13	0.657577319177794
SMG1P2	-0.13	0.167491087293764
SMARCE1	-0.13	0.408935392973501
SLIT1	-0.13	0.0705810742857072
SLC6A12	-0.13	0.0604807473813814
SLC36A4	-0.13	0.309803919971486
SLC30A8	-0.13	0
SLC12A5	-0.13	0.154901959985743
SLC10A7	-0.13	0.267606240177031
SFXN2	-0.13	0.0809219076239261
SFTPB	-0.13	0
SELV	-0.13	0
SEC31B	-0.13	0.0915149811213502
SEC24A	-0.13	0.236572006437063
SEC16A	-0.13	0.193820026016113
SDE2	-0.13	0.408935392973501
RUNX3	-0.13	0.292429823902064
RREB1	-0.13	0.221848749616356
RPP30	-0.13	0.455931955649724
RPL8	-0.13	0.119186407719209
RNF170	-0.13	0.173925197299174
RNF14	-0.13	0.468521082957745
RIMBP3B	-0.13	0.113509274827518
RGMB	-0.13	0.130768280269024
RFTN2	-0.13	0.0555173278498314
RBM46	-0.13	0
RASGRP4	-0.13	0.1249387366083
RAP1A	-0.13	0.200659450546418
RAB6A	-0.13	0.275724130399211
QTRT2	-0.13	0.408935392973501
PVRIG2P	-0.13	0.167491087293764
PUS10	-0.13	0.154901959985743
PSPC1	-0.13	0.292429823902064
PRPF6	-0.13	0.327902142064282
PRCP	-0.13	0.244125144327509
PNISR	-0.13	0.130768280269024
PACERR	-0.13	0.0705810742857072
OPA1-AS1	-0.13	0.154901959985743
NRSN2-AS1	-0.13	0.10790539730952
NPHP3-ACAD11	-0.13	0.136677139879544
NOXRED1	-0.13	0.0604807473813814
NLGN4Y	-0.13	0
NEGR1	-0.13	0.142667503568732
NDRG3	-0.13	0.283996656365201
NARF	-0.13	0.244125144327509
NAA25	-0.13	0.0969100130080564
MSN	-0.13	0.154901959985743
MSH2	-0.13	0.180456064458131
MS4A3	-0.13	0
MROH8	-0.13	0.161150909262745
MRAP	-0.13	0.0705810742857072
MORF4L1	-0.13	0.327902142064282
MIR7107	-0.13	0.173925197299174
MGC32805	-0.13	0.0555173278498314
MEPCE	-0.13	0.267606240177031
MED7	-0.13	0.221848749616356
MED17	-0.13	0.275724130399211
MCPH1	-0.13	0.292429823902064
MBP	-0.13	0.346787486224656
MAPK1	-0.13	0.677780705266081
MAL	-0.13	0.148741651280925
MAGEA2B	-0.13	0
MAGEA2	-0.13	0
LZIC	-0.13	0.397940008672038
LOC728755	-0.13	0
LOC440910	-0.13	0
LOC339975	-0.13	0
LOC283440	-0.13	0.0555173278498314
LOC151121	-0.13	0.148741651280925
LOC107987347	-0.13	0.142667503568732
LOC107987345	-0.13	0.142667503568732
LOC107987337	-0.13	0
LOC107987205	-0.13	0
LOC107987067	-0.13	0.0705810742857072
LOC107987000	-0.13	0.0555173278498314
LOC107986635	-0.13	0
LOC107986335	-0.13	0
LOC107986100	-0.13	0.0555173278498314
LOC107984753	-0.13	0.1249387366083
LOC107984210	-0.13	0.0604807473813814
LOC105379273	-0.13	0.142667503568732
LOC105377951	-0.13	0.148741651280925
LOC105377950	-0.13	0.142667503568732
LOC105377602	-0.13	0
LOC105377224	-0.13	0
LOC105377217	-0.13	0
LOC105377056	-0.13	0
LOC105375920	-0.13	0
LOC105375162	-0.13	0.142667503568732
LOC105374940	-0.13	0
LOC105373302	-0.13	0.161150909262745
LOC105372708	-0.13	0
LOC105371675	-0.13	0
LOC105371251	-0.13	0.0506099933550872
LOC105371145	-0.13	0.0604807473813814
LOC105370569	-0.13	0.0757207139381183
LOC105370431	-0.13	0.113509274827518
LOC105370208	-0.13	0
LOC105370099	-0.13	0.0655015487564322
LOC105369876	-0.13	0.0861861476162833
LOC105369628	-0.13	0.113509274827518
LOC102725121	-0.13	0.142667503568732
LOC102723920	-0.13	0
LOC101929839	-0.13	0
LOC101929523	-0.13	0.0555173278498314
LOC101929021	-0.13	0.0555173278498314
LOC101928039	-0.13	0.142667503568732
LOC101927905	-0.13	0.0555173278498314
LOC101927439	-0.13	0
LOC100996643	-0.13	0
LOC100506585	-0.13	0
LOC100134868	-0.13	0
LINC01296	-0.13	0
LINC00648	-0.13	0
LINC00623	-0.13	0.1249387366083
LINC00612	-0.13	0.0705810742857072
LINC00501	-0.13	0
KNTC1	-0.13	0.142667503568732
KLRF1	-0.13	0
KDM5D	-0.13	0
ISOC1	-0.13	0.154901959985743
IRAK3	-0.13	0.366531544420413
IQSEC2	-0.13	0.200659450546418
HDAC5	-0.13	0.236572006437063
GRAMD3	-0.13	0.275724130399211
GPRC5B	-0.13	0.0506099933550872
GLG1	-0.13	0.638272163982407
GID4	-0.13	0.207608310501746
GCSAML	-0.13	0
GCN1	-0.13	0.180456064458131
GABRG2	-0.13	0
FTCD	-0.13	0.0555173278498314
FRMD4A	-0.13	0.346787486224656
FGD4	-0.13	0.221848749616356
FAM27B	-0.13	0.0555173278498314
FAM224B	-0.13	0.142667503568732
FAM224A	-0.13	0.142667503568732
F8A3	-0.13	0.229147988357856
ERGIC3	-0.13	0.283996656365201
ERF	-0.13	0.193820026016113
EPN3	-0.13	0
ENDOV	-0.13	0.0655015487564322
EIF1AY	-0.13	0
EEF1E1-BLOC1S5	-0.13	0.356547323513813
ECHDC3	-0.13	0.148741651280925
E2F8	-0.13	0.119186407719209
DUXAP8	-0.13	0
DUXAP10	-0.13	0
DNAJC19	-0.13	0.337242168318426
DMTN	-0.13	0.0604807473813814
DLK2	-0.13	0.0757207139381183
DHX29	-0.13	0.42021640338319
DDX5	-0.13	0.283996656365201
DCLRE1A	-0.13	0.309803919971486
CYP4F30P	-0.13	0.142667503568732
CYP4F3	-0.13	0
CYP20A1	-0.13	0.431798275933005
CYB5D1	-0.13	0.136677139879544
CSAG3	-0.13	0.142667503568732
CSAG2	-0.13	0.142667503568732
CNDP1	-0.13	0.0555173278498314
CACNA1H	-0.13	0.0555173278498314
C9orf163	-0.13	0.0809219076239261
C19orf12	-0.13	0.229147988357856
C17orf105	-0.13	0.0506099933550872
C12orf49	-0.13	0.244125144327509
BMS1P22	-0.13	0.142667503568732
BMS1P18	-0.13	0.148741651280925
BCL11A	-0.13	0.0655015487564322
BCDIN3D-AS1	-0.13	0.154901959985743
BAZ1B	-0.13	0.443697499232713
ATF4	-0.13	0.244125144327509
ARPC4-TTLL3	-0.13	0.275724130399211
ARHGEF7	-0.13	0.585026652029182
ARAP3	-0.13	0.275724130399211
ZWINT	-0.14	0.102372908709559
ZNF830	-0.14	0.301029995663981
ZNF625	-0.14	0.0655015487564322
ZNF623	-0.14	0.236572006437063
ZNF560	-0.14	0.0604807473813814
ZNF529-AS1	-0.14	0.142667503568732
ZNF468	-0.14	0.283996656365201
ZNF284	-0.14	0.161150909262745
ZNF131	-0.14	0.267606240177031
ZFP82	-0.14	0.0757207139381183
ZBTB46-AS1	-0.14	0.0604807473813814
XRN2	-0.14	0.552841968657781
WDR36	-0.14	0.187086643357144
USP13	-0.14	0.148741651280925
UBR3	-0.14	0.173925197299174
TYW3	-0.14	0.0861861476162833
TTC3-AS1	-0.14	0.167491087293764
TTC26	-0.14	0.0861861476162833
TSPAN14	-0.14	0.327902142064282
TPR	-0.14	0.468521082957745
TPI1P3	-0.14	0.0604807473813814
TMEM168	-0.14	0.283996656365201
TIMM17A	-0.14	0.113509274827518
TEKT4P2	-0.14	0
TBC1D1	-0.14	0.356547323513813
TAS1R3	-0.14	0.0555173278498314
STAG3L4	-0.14	0.292429823902064
SNORD89	-0.14	0.130768280269024
SNORD63	-0.14	0.0555173278498314
SNORD3D	-0.14	0.0604807473813814
SLC7A10	-0.14	0.0604807473813814
SHMT2	-0.14	0.142667503568732
SERPINE2	-0.14	0.0604807473813814
RPS25	-0.14	0.119186407719209
RPL30	-0.14	0.1249387366083
ROBO3	-0.14	0.0604807473813814
RNF219-AS1	-0.14	0.275724130399211
RNASE6	-0.14	0.1249387366083
RHOA	-0.14	0.221848749616356
RBM5	-0.14	0.187086643357144
RANBP2	-0.14	0.292429823902064
RAB6C-AS1	-0.14	0.0757207139381183
PTBP1	-0.14	0.275724130399211
PPID	-0.14	0.585026652029182
PIK3CD	-0.14	0.301029995663981
PHAX	-0.14	0.356547323513813
PFKFB3	-0.14	0.259637310505756
NYNRIN	-0.14	0.0604807473813814
NUP50-AS1	-0.14	0.10790539730952
NUP210	-0.14	0.173925197299174
NPEPL1	-0.14	0.309803919971486
NOL11	-0.14	0.180456064458131
NLE1	-0.14	0.0861861476162833
NDUFAF7	-0.14	0.481486060122113
NATD1	-0.14	0.148741651280925
MZF1-AS1	-0.14	0.180456064458131
MZF1	-0.14	0.130768280269024
MTRNR2L8	-0.14	0.161150909262745
MRPL1	-0.14	0.1249387366083
MNS1	-0.14	0.0757207139381183
MIR7114	-0.14	0.214670164989233
MIR6812	-0.14	0.0604807473813814
LTBP3	-0.14	0.167491087293764
LRCH1	-0.14	0.677780705266081
LOC646548	-0.14	0.154901959985743
LOC401127	-0.14	0.0604807473813814
LOC107986088	-0.14	0.0604807473813814
LOC107985522	-0.14	0.0604807473813814
LOC107985393	-0.14	0.0604807473813814
LOC107985178	-0.14	0
LOC107984451	-0.14	0
LOC107984432	-0.14	0.0604807473813814
LOC105379460	-0.14	0.0555173278498314
LOC105379282	-0.14	0.0655015487564322
LOC105377644	-0.14	0
LOC105377244	-0.14	0.148741651280925
LOC105377135	-0.14	0.0861861476162833
LOC105375259	-0.14	0.0604807473813814
LOC105374048	-0.14	0
LOC105373975	-0.14	0
LOC105373824	-0.14	0
LOC105373689	-0.14	0.0604807473813814
LOC105373368	-0.14	0.154901959985743
LOC105372860	-0.14	0.148741651280925
LOC105372572	-0.14	0
LOC105372446	-0.14	0.2518119729938
LOC105371059	-0.14	0.187086643357144
LOC105369736	-0.14	0.0655015487564322
LOC105369317	-0.14	0.0604807473813814
LOC102723648	-0.14	0.0604807473813814
LOC101930307	-0.14	0.154901959985743
LOC101928435	-0.14	0.0604807473813814
LOC101928063	-0.14	0.0809219076239261
LOC101927588	-0.14	0.0555173278498314
LOC101927283	-0.14	0.0604807473813814
LOC100506473	-0.14	0.0969100130080564
LOC100505716	-0.14	0.0604807473813814
LOC100133286	-0.14	0.0969100130080564
LOC100130987	-0.14	0.0655015487564322
LINC01090	-0.14	0.148741651280925
LINC00863	-0.14	0.221848749616356
LINC00431	-0.14	0.0604807473813814
KLHL25	-0.14	0.193820026016113
KIZ-AS1	-0.14	0.0604807473813814
KDM4A-AS1	-0.14	0.180456064458131
KANSL1	-0.14	0.508638306165727
IMPACT	-0.14	0.494850021680094
ILF3-AS1	-0.14	0.193820026016113
IL17RA	-0.14	0.0915149811213502
ICE1	-0.14	0.494850021680094
HSBP1	-0.14	0.397940008672038
HINFP	-0.14	0.42021640338319
GUSBP1	-0.14	0.229147988357856
GNLY	-0.14	0.0809219076239261
GMFG	-0.14	0.337242168318426
GGH	-0.14	0.221848749616356
FLI1	-0.14	0.259637310505756
FKBP4	-0.14	0.167491087293764
FCF1	-0.14	0.443697499232713
FBXW7	-0.14	0.154901959985743
FANCL	-0.14	0.356547323513813
FAM210A	-0.14	0.136677139879544
FAM161A	-0.14	0.0969100130080564
ESD	-0.14	0.283996656365201
ENDOD1	-0.14	0.0861861476162833
EEF1D	-0.14	0.292429823902064
DPM1	-0.14	0.508638306165727
DOCK5	-0.14	0.214670164989233
DCTN4	-0.14	0.638272163982407
DAXX	-0.14	0.244125144327509
CTNNAL1	-0.14	0.0969100130080564
CSTF2T	-0.14	0.309803919971486
CPNE9	-0.14	0.0604807473813814
CLSTN1	-0.14	0.309803919971486
CKLF-CMTM1	-0.14	0.148741651280925
CKLF	-0.14	0.154901959985743
CHGA	-0.14	0.0604807473813814
CDC14B	-0.14	0.0604807473813814
CCL2	-0.14	0.0705810742857072
C12orf56	-0.14	0.0861861476162833
BNIPL	-0.14	0.0555173278498314
BGLAP	-0.14	0.0655015487564322
ARFGEF3	-0.14	0
ADGRB1	-0.14	0.0655015487564322
ACTR8	-0.14	0.318758762624413
AARD	-0.14	0.136677139879544
ZNF768	-0.15	0.275724130399211
ZNF426	-0.15	0.136677139879544
ZNF382	-0.15	0.0604807473813814
ZNF285	-0.15	0.161150909262745
ZFYVE1	-0.15	0.207608310501746
ZFP91	-0.15	0.920818753952375
ZC3H15	-0.15	0.356547323513813
ZBTB7B	-0.15	0.42021640338319
ZBTB43	-0.15	0.602059991327962
WDR44	-0.15	0.552841968657781
UTP14C	-0.15	0.638272163982407
USP9X	-0.15	0.327902142064282
UFL1	-0.15	0.657577319177794
UBE2E2	-0.15	0.552841968657781
TTTY14	-0.15	0.161150909262745
TTBK1	-0.15	0.0655015487564322
TSC22D1	-0.15	0.161150909262745
TRNAU1AP	-0.15	0.318758762624413
TRABD	-0.15	0.455931955649724
TNN	-0.15	0.0655015487564322
TMPO-AS1	-0.15	0.522878745280338
TLDC2	-0.15	0.443697499232713
TFDP1	-0.15	0.187086643357144
TCF20	-0.15	0.657577319177794
TBC1D3L	-0.15	0.193820026016113
ST8SIA4	-0.15	0.236572006437063
SPATA7	-0.15	0.0809219076239261
SNX14	-0.15	0.292429823902064
SNORA44	-0.15	0.102372908709559
SNORA3B	-0.15	0.0861861476162833
SMCO4	-0.15	0.309803919971486
SETD5	-0.15	0.522878745280338
SERPINB10	-0.15	0.154901959985743
SCN3B	-0.15	0.0604807473813814
SCML1	-0.15	0.236572006437063
RUFY3	-0.15	0.455931955649724
RPS4Y1	-0.15	0
RPS3A	-0.15	0.187086643357144
RPS19	-0.15	0.113509274827518
RPS11	-0.15	0.142667503568732
RNF13	-0.15	0.244125144327509
RHOC	-0.15	0.180456064458131
REV3L	-0.15	0.180456064458131
RASSF2	-0.15	0.229147988357856
RABAC1	-0.15	0.275724130399211
PRR14	-0.15	0.214670164989233
PPP2R1B	-0.15	0.10790539730952
PPOX	-0.15	0.366531544420413
PLXDC2	-0.15	0.309803919971486
PLEKHM1	-0.15	0.267606240177031
PKN3	-0.15	0.10790539730952
OXSR1	-0.15	0.42021640338319
OSGIN2	-0.15	0.207608310501746
OSBP	-0.15	0.920818753952375
OCM	-0.15	0
NUP37	-0.15	0.337242168318426
NRG1	-0.15	0
NPIPB15	-0.15	0.0705810742857072
NOP9	-0.15	0.221848749616356
NAV2	-0.15	0.0655015487564322
NACA	-0.15	0.221848749616356
MTMR10	-0.15	0.200659450546418
MPND	-0.15	0.537602002101044
MMP25-AS1	-0.15	0.0915149811213502
MKRN9P	-0.15	0.0809219076239261
MIR6775	-0.15	0.0757207139381183
MIR3658	-0.15	0.10790539730952
MIR3064	-0.15	0.337242168318426
MINPP1	-0.15	0.309803919971486
MINOS1P1	-0.15	0
METTL2A	-0.15	0.161150909262745
MDC1	-0.15	0.387216143280264
MC1R	-0.15	0.0655015487564322
MBOAT1	-0.15	0.0705810742857072
MAP4	-0.15	0.148741651280925
MAK	-0.15	0.0809219076239261
LUC7L	-0.15	0.494850021680094
LRRC8D	-0.15	0.318758762624413
LRRC70	-0.15	0.0705810742857072
LRR1	-0.15	0.229147988357856
LOC107987183	-0.15	0.0604807473813814
LOC107986948	-0.15	0.10790539730952
LOC107986827	-0.15	0.142667503568732
LOC107986246	-0.15	0.0604807473813814
LOC107985901	-0.15	0.0861861476162833
LOC107985728	-0.15	0.0604807473813814
LOC107984984	-0.15	0.0705810742857072
LOC107984433	-0.15	0.0655015487564322
LOC105379743	-0.15	0.102372908709559
LOC105378721	-0.15	0.481486060122113
LOC105378662	-0.15	0.0604807473813814
LOC105378035	-0.15	0.0757207139381183
LOC105376269	-0.15	0.0655015487564322
LOC105376037	-0.15	0.0809219076239261
LOC105375564	-0.15	0.0705810742857072
LOC105374353	-0.15	0
LOC105372803	-0.15	0.10790539730952
LOC105372462	-0.15	0.0655015487564322
LOC105371705	-0.15	0.102372908709559
LOC105371622	-0.15	0.0655015487564322
LOC105371520	-0.15	0.0705810742857072
LOC105371310	-0.15	0.161150909262745
LOC105371129	-0.15	0.0705810742857072
LOC105370031	-0.15	0.0655015487564322
LOC102723703	-0.15	0.0861861476162833
LOC101927765	-0.15	0.130768280269024
LOC100652768	-0.15	0.10790539730952
LINS1	-0.15	0.200659450546418
LINC01135	-0.15	0.0655015487564322
LINC00888	-0.15	0.167491087293764
LINC00278	-0.15	0.161150909262745
L3MBTL3	-0.15	0.229147988357856
KRI1	-0.15	0.267606240177031
KLHL36	-0.15	0.387216143280264
KLHL35	-0.15	0.0757207139381183
IFT172	-0.15	0.130768280269024
IFNAR1	-0.15	0.481486060122113
IBA57	-0.15	0.2518119729938
HSPA14	-0.15	0.552841968657781
HSPA12B	-0.15	0.0705810742857072
HDHD2	-0.15	0.494850021680094
GUSBP4	-0.15	0.0915149811213502
GRPEL2-AS1	-0.15	0.0969100130080564
GRIA4	-0.15	0
GPRIN1	-0.15	0.200659450546418
GOLGA8B	-0.15	0.136677139879544
GOLGA6B	-0.15	0.0655015487564322
FOXJ2	-0.15	0.207608310501746
FCHO1	-0.15	0.148741651280925
FAM86C1	-0.15	0.130768280269024
FAM76A	-0.15	0.244125144327509
FAM65C	-0.15	0.0604807473813814
ERI3-IT1	-0.15	0.0655015487564322
EPB41L1	-0.15	0.130768280269024
EOGT	-0.15	0.537602002101044
ENTHD2	-0.15	0.161150909262745
ENO1-AS1	-0.15	0.0705810742857072
EFR3B	-0.15	0.0604807473813814
DSCC1	-0.15	0.0915149811213502
DNAJC13	-0.15	0.468521082957745
DNAJA2	-0.15	0.387216143280264
DLSTP1	-0.15	0.236572006437063
DLD	-0.15	0.187086643357144
CTNND1	-0.15	0.318758762624413
CPPED1	-0.15	0.455931955649724
COX7A2L	-0.15	0.568636235841013
CLPB	-0.15	0.0915149811213502
CHUK	-0.15	0.769551078621726
CHKA	-0.15	0.259637310505756
CEP76	-0.15	0.275724130399211
CEND1	-0.15	0.0655015487564322
CDCA5	-0.15	0.113509274827518
CDC7	-0.15	0.167491087293764
CCDC17	-0.15	0.0861861476162833
CALD1	-0.15	0.0861861476162833
C3orf22	-0.15	0.0655015487564322
C1orf198	-0.15	0.455931955649724
BTBD19	-0.15	0.0915149811213502
BPGM	-0.15	0.42021640338319
BMF	-0.15	0.148741651280925
BLOC1S5	-0.15	0.2518119729938
BCL2L13	-0.15	0.619788758288394
BCL2	-0.15	0.10790539730952
B4GALT5	-0.15	0.42021640338319
ASXL2	-0.15	0.366531544420413
ARF3	-0.15	0.173925197299174
APTR	-0.15	0.200659450546418
ANO7P1	-0.15	0.0915149811213502
ANKRD27	-0.15	0.356547323513813
ANKRD12	-0.15	0.167491087293764
ALMS1	-0.15	0.207608310501746
AIM1L	-0.15	0.0655015487564322
AFG3L1P	-0.15	0.301029995663981
ADGRE5	-0.15	0.2518119729938
ADCY5	-0.15	0.0604807473813814
ABCB7	-0.15	0.455931955649724
ZNF876P	-0.16	0.0757207139381183
ZNF766	-0.16	0.167491087293764
ZNF211	-0.16	0.508638306165727
ZFYVE19	-0.16	0.397940008672038
ZCWPW2	-0.16	0.0757207139381183
ZC3H13	-0.16	0.494850021680094
WFDC3	-0.16	0.0705810742857072
USO1	-0.16	0.318758762624413
UPF3A	-0.16	0.275724130399211
UGP2	-0.16	0.602059991327962
UBXN4	-0.16	0.568636235841013
UBQLN4	-0.16	0.431798275933005
UBE2A	-0.16	0.537602002101044
TTC30B	-0.16	0.161150909262745
TRIM41	-0.16	0.244125144327509
TRAPPC11	-0.16	0.318758762624413
TRAFD1	-0.16	0.337242168318426
TNRC6A	-0.16	0.769551078621726
TMEM128	-0.16	0.443697499232713
TK1	-0.16	0.1249387366083
THOC2	-0.16	0.443697499232713
TEX12	-0.16	0.0655015487564322
TBC1D25	-0.16	0.236572006437063
TAF2	-0.16	0.494850021680094
STAB2	-0.16	0
SRFBP1	-0.16	0.259637310505756
SNORD36C	-0.16	0.0969100130080564
SNORD135	-0.16	0.0705810742857072
SNORA59A	-0.16	0.0655015487564322
SLC7A6OS	-0.16	0.318758762624413
SLC25A25-AS1	-0.16	0.193820026016113
SKP2	-0.16	0.267606240177031
SIN3A	-0.16	0.443697499232713
SHFM1	-0.16	0.283996656365201
SDK1	-0.16	0.0809219076239261
SAMHD1	-0.16	0.638272163982407
RPS6KA1	-0.16	0.568636235841013
RPS18P9	-0.16	0.142667503568732
RPL13	-0.16	0.221848749616356
RNF145	-0.16	0.481486060122113
RFWD2	-0.16	0.677780705266081
REREP3	-0.16	0.0861861476162833
RASSF5	-0.16	0.327902142064282
RALGAPB	-0.16	0.397940008672038
PYURF	-0.16	0.508638306165727
PWWP2B	-0.16	0.167491087293764
PTPN2	-0.16	0.537602002101044
PSMD12	-0.16	0.214670164989233
PRSS21	-0.16	0
PRPSAP2	-0.16	0.698970004336019
PPP2CA	-0.16	0.522878745280338
PPHLN1	-0.16	0.853871964321762
POLR3F	-0.16	0.337242168318426
PMVK	-0.16	0.376750709602099
PIGY	-0.16	0.508638306165727
PIANP	-0.16	0.0861861476162833
PAQR6	-0.16	0.0705810742857072
OSTF1	-0.16	0.522878745280338
OR51B5	-0.16	0
OR2A4	-0.16	0
NME8	-0.16	0.0705810742857072
NGLY1	-0.16	0.327902142064282
NEMF	-0.16	0.552841968657781
MTRNR2L10	-0.16	0
MTERF4	-0.16	0.356547323513813
MTERF1	-0.16	0.494850021680094
MSH3	-0.16	0.387216143280264
